"","x"
"356",1363.639
"357",49.03
"358",42
"359",36.16
"360",3
"361",46.138
"362",NA
"363",93.569
"364",30
"365",133.313
"366",121.042
"367",333.261
"368",11
"369",343.971
"370",63.896
"371",51.165
"372",24.334
"373",24
"374",45
"375",49.03
"376",406.955
"377",120.778
"378",6
"379",211.802
"380",53.998
"381",63.029
"382",764.836
"383",103.922
"384",6
"385",69.76
"386",40.852
"387",36.665
"388",3.199
"389",3
"390",39
"391",18
"392",267.709
"393",122.469
"394",13
"395",63.896
"396",222.716
"397",73.186
"398",12.79
"399",178.081
"400",45
"401",113.209
"402",23
"403",73.381
"404",33
"405",31
"406",150.689
"407",12
"408",51.808
"409",18
"410",11
"411",29
"412",8
"413",40
"414",32
"415",36.16
"416",24
"417",489.974
"418",924.53
"419",12
"420",33
"421",24
"422",107.113
"423",299.851
"424",1
"425",49.03
"426",35
"427",129.753
"428",211.802
"429",49.03
"430",48
"431",NA
"432",44
"433",10
"434",118.714
"435",73.186
"436",6
"437",16
"438",45
"439",37
"440",2
"441",36.16
"442",162.685
"443",7
"444",27.651
"445",133.313
"446",49.03
"447",121.976
"448",365.371
"449",103.922
"450",107.113
"451",315.135
"452",3.199
"453",25
"454",139.212
"455",24.498
"456",90.152
"457",764.836
"458",177.114
"459",44
"460",83.493
"461",12
"462",151.849
"463",83.493
"464",121.042
"465",24.498
"466",32
"467",139.212
"468",63.896
"469",113.209
"470",53.998
"471",222.386
"472",122.469
"473",6
"474",33
"475",113.209
"476",30
"477",135.803
"478",29
"479",211.802
"480",44
"481",57.538
"482",NA
"483",222.716
"484",17
"485",710.351
"486",179.031
"487",710.351
"488",1328.634
"489",13
"490",37
"491",267.709
"492",87.54
"493",121.042
"494",40.852
"495",267.709
"496",132.41
"497",113.209
"498",40.31
"499",73.381
"500",39
"501",269.694
"502",24.586
"503",24.334
"504",33
"505",133.681
"506",270.526
"507",65.606
"508",120.778
"509",17
"510",26
"511",NA
"512",30.795
"513",25.682
"514",33
"515",74.962
"516",57.538
"517",73.381
"518",121.042
"519",343.971
"520",1363.639
"521",86.984
"522",8
"523",39
"524",73.186
"525",20
"526",15
"527",31
"528",150.689
"529",315.135
"530",270.526
"531",36.16
"532",112.764
"533",2.908
"534",27
"535",83.493
"536",139.212
"537",4
"538",1
"539",299.851
"540",132.41
"541",3
"542",40.852
"543",41
"544",23
"545",11
"546",87.54
"547",211.802
"548",40.31
"549",25
"550",20
"551",489.974
"552",1
"553",24.586
"554",489.974
"555",455.996
"556",222.716
"557",43
"558",93.569
"559",11
"560",57.538
"561",2
"562",73.381
"563",93.569
"564",343.971
"565",113.209
"566",36.746
"567",112.764
"568",37
"569",93.569
"570",315.135
"571",365.371
"572",8
"573",63.896
"574",151.849
"575",35.654
"576",74.962
"577",51.752
"578",57.538
"579",30
"580",46.138
"581",46
"582",1
"583",267.709
"584",42
"585",4
"586",299.851
"587",18.325
"588",38.761
"589",118.714
"590",151.849
"591",455.996
"592",35
"593",122.469
"594",135.803
"595",122.469
"596",21
"597",87.54
"598",16
"599",33
"600",107.113
"601",30
"602",634.009
"603",11
"604",53.998
"605",92.46
"606",36
"607",36.665
"608",31
"609",24.498
"610",121.042
"611",24.586
"612",267.709
"613",4
"614",211.802
"615",48
"616",135.803
"617",63.896
"618",5
"619",15
"620",178.081
"621",38.761
"622",26
"623",1328.634
"624",151.849
"625",24.586
"626",39
"627",1776.186
"628",269.694
"629",133.313
"630",5
"631",41
"632",65.606
"633",51.752
"634",177.114
"635",219.741
"636",17
"637",489.974
"638",46
"639",90.152
"640",365.371
"641",1328.634
"642",489.974
"643",14
"644",139.212
"645",20
"646",384.494
"647",29
"648",6
"649",51.165
"650",15
"651",38.761
"652",133.681
"653",1776.186
"654",49.03
"655",49.03
"656",38.761
"657",35.401
"658",13
"659",57.538
"660",38.048
"661",38.048
"662",23.165
"663",33
"664",23.165
"665",179.031
"666",38.761
"667",2
"668",8
"669",113.209
"670",33
"671",65.606
"672",48
"673",61.04
"674",93.569
"675",NA
"676",19
"677",22
"678",1776.186
"679",NA
"680",21
"681",135.803
"682",20
"683",139.212
"684",178.081
"685",48
"686",267.709
"687",51.752
"688",93.569
"689",42
"690",112.764
"691",90.152
"692",26
"693",177.114
"694",63.029
"695",40.31
"696",121.042
"697",269.694
"698",38.048
"699",133.681
"700",211.802
"701",267.709
"702",10
"703",35
"704",53.998
"705",222.716
"706",69.76
"707",51.752
"708",489.974
"709",57.538
"710",20
"711",36
"712",38
"713",417.953
"714",83.407
"715",17
"716",23.165
"717",267.709
"718",10
"719",139.212
"720",65.606
"721",44
"722",16
"723",73.381
"724",489.974
"725",25
"726",151.849
"727",120.778
"728",16
"729",12
"730",37
"731",178.081
"732",178.081
"733",53.998
"734",330.653
"735",22
"736",6
"737",24.498
"738",27.651
"739",66.555
"740",NA
"741",343.971
"742",406.955
"743",57.538
"744",32
"745",36
"746",132.156
"747",16
"748",38
"749",36.16
"750",924.53
"751",30
"752",35
"753",43
"754",489.974
"755",1
"756",3.199
"757",112.764
"758",26
"759",710.351
"760",24.334
"761",33
"762",17
"763",1776.186
"764",61.04
"765",45
"766",46
"767",40
"768",38.048
"769",34
"770",26
"771",83.407
"772",53.998
"773",57.538
"774",30.795
"775",14
"776",343.971
"777",112.764
"778",18
"779",35
"780",32
"781",74.962
"782",21
"783",112.764
"784",710.351
"785",53.998
"786",33
"787",14
"788",121.976
"789",11
"790",162.685
"791",38.761
"792",22
"793",4
"794",179.031
"795",365.371
"796",21
"797",133.681
"798",42
"799",12
"800",40.31
"801",35
"802",NA
"803",83.407
"804",40
"805",7
"806",132.156
"807",1
"808",270.526
"809",57.538
"810",33.363
"811",38.048
"812",219.741
"813",32
"814",25
"815",330.653
"816",30.795
"817",36
"818",12.79
"819",48
"820",33.363
"821",47
"822",45
"823",43
"824",45
"825",417.953
"826",14
"827",222.386
"828",24.498
"829",133.313
"830",330.653
"831",710.351
"832",634.009
"833",22
"834",23.165
"835",107.113
"836",69.76
"837",710.351
"838",35
"839",262.359
"840",51.752
"841",12
"842",69.76
"843",103.922
"844",24.498
"845",10
"846",16
"847",2
"848",24.334
"849",6
"850",86.984
"851",74.962
"852",299.851
"853",30
"854",455.996
"855",112.764
"856",24.498
"857",10
"858",46
"859",129.753
"860",25
"861",271.475
"862",30
"863",267.709
"864",69.76
"865",40.852
"866",1328.634
"867",38
"868",13
"869",73.186
"870",162.685
"871",10
"872",30
"873",129.753
"874",53.998
"875",NA
"876",17
"877",139.212
"878",46.138
"879",74.962
"880",177.114
"881",35.401
"882",90.152
"883",1
"884",NA
"885",34
"886",299.851
"887",333.261
"888",2
"889",26
"890",192.167
"891",63.896
"892",36.665
"893",51.165
"894",69.76
"895",36
"896",177.114
"897",121.042
"898",1328.634
"899",222.386
"900",120.778
"901",36.665
"902",36
"903",33
"904",NA
"905",39
"906",38.761
"907",35
"908",61.04
"909",51.752
"910",40.247
"911",48
"912",38.048
"913",73.381
"914",35.654
"915",120.778
"916",118.714
"917",NA
"918",73.381
"919",35
"920",73.186
"921",45
"922",12
"923",NA
"924",222.716
"925",330.653
"926",28
"927",35.654
"928",222.386
"929",6
"930",406.955
"931",38.761
"932",122.469
"933",47
"934",267.709
"935",21
"936",384.494
"937",710.351
"938",29
"939",35.401
"940",25.682
"941",33.363
"942",178.081
"943",2.908
"944",25
"945",262.359
"946",36.665
"947",269.694
"948",132.156
"949",30.795
"950",38
"951",10
"952",3.199
"953",40.31
"954",710.351
"955",764.836
"956",45
"957",28
"958",120.778
"959",179.031
"960",20
"961",35.654
"962",38.761
"963",40.31
"964",634.009
"965",40.31
"966",133.313
"967",406.955
"968",222.716
"969",41
"970",764.836
"971",299.851
"972",2.908
"973",40
"974",40
"975",90.152
"976",8
"977",8
"978",41
"979",3
"980",151.849
"981",25
"982",74.962
"983",139.212
"984",13
"985",13
"986",93.569
"987",222.386
"988",269.694
"989",113.209
"990",21
"991",69.76
"992",924.53
"993",23.165
"994",924.53
"995",112.764
"996",46.138
"997",177.114
"998",NA
"999",270.526
"1000",113.209
"1001",31
"1002",6
"1003",NA
"1004",135.803
"1005",38.761
"1006",177.114
"1007",330.653
"1008",18.325
"1009",65.606
"1010",135.803
"1011",192.167
"1012",17
"1013",15
"1014",74.962
"1015",86.984
"1016",406.955
"1017",46.138
"1018",222.716
"1019",24.498
"1020",57.538
"1021",40.31
"1022",112.764
"1023",63.896
"1024",49.03
"1025",1
"1026",162.685
"1027",271.475
"1028",18
"1029",92.46
"1030",269.694
"1031",267.709
"1032",35
"1033",66.555
"1034",103.922
"1035",132.156
"1036",45
"1037",330.653
"1038",710.351
"1039",NA
"1040",38
"1041",21
"1042",30
"1043",40.247
"1044",24.586
"1045",11
"1046",455.996
"1047",43
"1048",2.908
"1049",315.135
"1050",24.498
"1051",299.851
"1052",46
"1053",330.653
"1054",133.681
"1055",4
"1056",40.852
"1057",23
"1058",365.371
"1059",211.802
"1060",267.709
"1061",120.778
"1062",65.606
"1063",1328.634
"1064",3.199
"1065",6
"1066",46.138
"1067",9
"1068",41
"1069",262.359
"1070",51.165
"1071",39
"1072",150.689
"1073",41
"1074",30.795
"1075",69.76
"1076",35.401
"1077",35.654
"1078",118.714
"1079",222.716
"1080",12.79
"1081",51.808
"1082",46
"1083",267.709
"1084",4
"1085",NA
"1086",36
"1087",18
"1088",14
"1089",12.79
"1090",112.764
"1091",57.538
"1092",162.685
"1093",NA
"1094",10
"1095",28
"1096",7
"1097",16
"1098",NA
"1099",299.851
"1100",330.653
"1101",21
"1102",121.976
"1103",222.386
"1104",634.009
"1105",13
"1106",25.682
"1107",41
"1108",51.165
"1109",112.764
"1110",34
"1111",269.694
"1112",17
"1113",1776.186
"1114",14
"1115",46
"1116",7
"1117",48
"1118",384.494
"1119",53.998
"1120",51.165
"1121",924.53
"1122",30
"1123",1
"1124",36.665
"1125",51.808
"1126",133.681
"1127",710.351
"1128",40.247
"1129",11
"1130",1
"1131",2
"1132",112.764
"1133",19
"1134",11
"1135",384.494
"1136",27
"1137",45
"1138",25
"1139",30
"1140",36.16
"1141",51.808
"1142",19
"1143",NA
"1144",1
"1145",179.031
"1146",211.802
"1147",24.586
"1148",219.741
"1149",41
"1150",179.031
"1151",44
"1152",27.651
"1153",36.665
"1154",46
"1155",25
"1156",10
"1157",7
"1158",22
"1159",267.709
"1160",103.922
"1161",417.953
"1162",3
"1163",132.156
"1164",222.716
"1165",132.156
"1166",121.976
"1167",177.114
"1168",5
"1169",7
"1170",35.401
"1171",2
"1172",365.371
"1173",27.651
"1174",455.996
"1175",113.209
"1176",129.753
"1177",30.795
"1178",36.746
"1179",46.138
"1180",26
"1181",710.351
"1182",133.313
"1183",132.156
"1184",7
"1185",489.974
"1186",37
"1187",178.081
"1188",9
"1189",924.53
"1190",40.852
"1191",38
"1192",40.852
"1193",120.778
"1194",51.808
"1195",330.653
"1196",39
"1197",177.114
"1198",7
"1199",34
"1200",36.746
"1201",118.714
"1202",49.03
"1203",20
"1204",41
"1205",47
"1206",38
"1207",16
"1208",32
"1209",42
"1210",121.976
"1211",46.138
"1212",73.381
"1213",1328.634
"1214",132.41
"1215",178.081
"1216",32
"1217",47
"1218",NA
"1219",270.526
"1220",764.836
"1221",41
"1222",29
"1223",36.746
"1224",34
"1225",31
"1226",489.974
"1227",3.199
"1228",634.009
"1229",51.752
"1230",23
"1231",270.526
"1232",32
"1233",51.752
"1234",13
"1235",36.746
"1236",222.386
"1237",132.156
"1238",710.351
"1239",14
"1240",1
"1241",3.199
"1242",33.363
"1243",38.048
"1244",34
"1245",24.498
"1246",29
"1247",38
"1248",24
"1249",1328.634
"1250",267.709
"1251",63.896
"1252",21
"1253",8
"1254",66.555
"1255",1363.639
"1256",24.586
"1257",26
"1258",74.962
"1259",46.138
"1260",269.694
"1261",38.048
"1262",51.752
"1263",14
"1264",3.199
"1265",118.714
"1266",27
"1267",133.313
"1268",NA
"1269",24.498
"1270",211.802
"1271",36
"1272",24.498
"1273",333.261
"1274",46
"1275",35.401
"1276",18
"1277",40.852
"1278",1328.634
"1279",44
"1280",30
"1281",29
"1282",7
"1283",27.651
"1284",51.165
"1285",47
"1286",19
"1287",51.165
"1288",NA
"1289",120.778
"1290",12.79
"1291",10
"1292",19
"1293",132.41
"1294",333.261
"1295",120.778
"1296",455.996
"1297",38.048
"1298",51.165
"1299",764.836
"1300",179.031
"1301",211.802
"1302",40.852
"1303",90.152
"1304",32
"1305",63.029
"1306",40.247
"1307",211.802
"1308",40
"1309",57.538
"1310",132.41
"1311",93.569
"1312",455.996
"1313",1328.634
"1314",90.152
"1315",133.681
"1316",51.165
"1317",18.325
"1318",27.651
"1319",3.199
"1320",267.709
"1321",122.469
"1322",120.778
"1323",132.156
"1324",1363.639
"1325",2.908
"1326",12.79
"1327",103.922
"1328",36
"1329",66.555
"1330",315.135
"1331",262.359
"1332",122.469
"1333",271.475
"1334",3.199
"1335",61.04
"1336",51.752
"1337",45
"1338",113.209
"1339",118.714
"1340",14
"1341",83.493
"1342",40.247
"1343",10
"1344",33
"1345",30.795
"1346",121.976
"1347",162.685
"1348",33.363
"1349",417.953
"1350",51.808
"1351",103.922
"1352",330.653
"1353",120.778
"1354",40
"1355",28
"1356",2.908
"1357",262.359
"1358",NA
"1359",31
"1360",129.753
"1361",24.586
"1362",61.04
"1363",129.753
"1364",299.851
"1365",634.009
"1366",5
"1367",112.764
"1368",24.334
"1369",22
"1370",162.685
"1371",37
"1372",24.498
"1373",11
"1374",924.53
"1375",28
"1376",5
"1377",764.836
"1378",135.803
"1379",120.778
"1380",1
"1381",42
"1382",179.031
"1383",51.808
"1384",13
"1385",299.851
"1386",36.665
"1387",30
"1388",33
"1389",36
"1390",489.974
"1391",51.752
"1392",121.976
"1393",634.009
"1394",46.138
"1395",47
"1396",12.79
"1397",38.048
"1398",31
"1399",330.653
"1400",710.351
"1401",63.896
"1402",270.526
"1403",120.778
"1404",330.653
"1405",24.334
"1406",40.247
"1407",10
"1408",38.761
"1409",4
"1410",113.209
"1411",83.493
"1412",343.971
"1413",15
"1414",51.808
"1415",66.555
"1416",12.79
"1417",177.114
"1418",150.689
"1419",267.709
"1420",21
"1421",69.76
"1422",365.371
"1423",36.665
"1424",46
"1425",38.048
"1426",924.53
"1427",86.984
"1428",27
"1429",NA
"1430",3
"1431",35.654
"1432",7
"1433",43
"1434",73.381
"1435",343.971
"1436",118.714
"1437",924.53
"1438",37
"1439",32
"1440",37
"1441",113.209
"1442",1
"1443",24.498
"1444",1328.634
"1445",634.009
"1446",18.325
"1447",NA
"1448",7
"1449",365.371
"1450",73.381
"1451",NA
"1452",57.538
"1453",3
"1454",73.186
"1455",35.654
"1456",23
"1457",73.186
"1458",384.494
"1459",121.976
"1460",27
"1461",45
"1462",36
"1463",192.167
"1464",38
"1465",315.135
"1466",25.682
"1467",27
"1468",103.922
"1469",5
"1470",40.247
"1471",113.209
"1472",26
"1473",150.689
"1474",61.04
"1475",86.984
"1476",121.042
"1477",924.53
"1478",222.716
"1479",132.41
"1480",NA
"1481",19
"1482",40
"1483",710.351
"1484",7
"1485",222.386
"1486",4
"1487",87.54
"1488",74.962
"1489",177.114
"1490",3.199
"1491",1
"1492",66.555
"1493",38.761
"1494",1328.634
"1495",46
"1496",129.753
"1497",22
"1498",29
"1499",46.138
"1500",38.761
"1501",262.359
"1502",61.04
"1503",150.689
"1504",38.761
"1505",73.186
"1506",262.359
"1507",93.569
"1508",19
"1509",19
"1510",40.31
"1511",30
"1512",36
"1513",113.209
"1514",222.386
"1515",2
"1516",133.313
"1517",36.16
"1518",269.694
"1519",29
"1520",NA
"1521",9
"1522",NA
"1523",179.031
"1524",27
"1525",343.971
"1526",NA
"1527",23.165
"1528",21
"1529",69.76
"1530",38.761
"1531",417.953
"1532",30
"1533",63.896
"1534",18
"1535",22
"1536",87.54
"1537",46.138
"1538",35.654
"1539",219.741
"1540",634.009
"1541",162.685
"1542",384.494
"1543",74.962
"1544",65.606
"1545",178.081
"1546",10
"1547",74.962
"1548",25
"1549",45
"1550",63.896
"1551",9
"1552",112.764
"1553",18
"1554",299.851
"1555",36.16
"1556",46
"1557",179.031
"1558",51.165
"1559",113.209
"1560",20
"1561",90.152
"1562",406.955
"1563",10
"1564",710.351
"1565",86.984
"1566",139.212
"1567",634.009
"1568",177.114
"1569",211.802
"1570",24.334
"1571",1
"1572",1363.639
"1573",36.746
"1574",61.04
"1575",118.714
"1576",83.407
"1577",179.031
"1578",179.031
"1579",139.212
"1580",73.381
"1581",269.694
"1582",35.654
"1583",2.908
"1584",269.694
"1585",12
"1586",46
"1587",192.167
"1588",151.849
"1589",29
"1590",135.803
"1591",150.689
"1592",24.498
"1593",365.371
"1594",178.081
"1595",120.778
"1596",17
"1597",74.962
"1598",36
"1599",26
"1600",343.971
"1601",4
"1602",25
"1603",1363.639
"1604",33.363
"1605",63.029
"1606",33
"1607",41
"1608",34
"1609",4
"1610",69.76
"1611",269.694
"1612",5
"1613",1328.634
"1614",36.746
"1615",57.538
"1616",17
"1617",35
"1618",33
"1619",135.803
"1620",24.498
"1621",65.606
"1622",87.54
"1623",133.681
"1624",120.778
"1625",132.156
"1626",29
"1627",40.247
"1628",29
"1629",2.908
"1630",38.048
"1631",219.741
"1632",43
"1633",92.46
"1634",93.569
"1635",417.953
"1636",40.31
"1637",25.682
"1638",333.261
"1639",1
"1640",12.79
"1641",1363.639
"1642",129.753
"1643",489.974
"1644",24.586
"1645",90.152
"1646",8
"1647",219.741
"1648",118.714
"1649",139.212
"1650",44
"1651",30.795
"1652",44
"1653",270.526
"1654",18
"1655",46
"1656",455.996
"1657",43
"1658",22
"1659",66.555
"1660",30.795
"1661",7
"1662",40.31
"1663",406.955
"1664",11
"1665",103.922
"1666",38.761
"1667",2.908
"1668",40
"1669",41
"1670",22
"1671",8
"1672",417.953
"1673",6
"1674",93.569
"1675",63.029
"1676",51.165
"1677",39
"1678",121.042
"1679",11
"1680",384.494
"1681",NA
"1682",38.761
"1683",103.922
"1684",65.606
"1685",NA
"1686",262.359
"1687",270.526
"1688",35.654
"1689",222.716
"1690",178.081
"1691",178.081
"1692",406.955
"1693",27
"1694",113.209
"1695",122.469
"1696",38.761
"1697",14
"1698",107.113
"1699",23.165
"1700",315.135
"1701",24
"1702",44
"1703",150.689
"1704",35
"1705",46.138
"1706",73.186
"1707",178.081
"1708",40.31
"1709",35
"1710",38.048
"1711",222.716
"1712",1
"1713",86.984
"1714",69.76
"1715",36.746
"1716",3.199
"1717",132.41
"1718",132.41
"1719",150.689
"1720",151.849
"1721",269.694
"1722",69.76
"1723",35.401
"1724",30
"1725",22
"1726",18.325
"1727",7
"1728",74.962
"1729",315.135
"1730",151.849
"1731",45
"1732",270.526
"1733",36.746
"1734",43
"1735",29
"1736",9
"1737",35
"1738",222.386
"1739",1363.639
"1740",21
"1741",40.247
"1742",406.955
"1743",90.152
"1744",129.753
"1745",44
"1746",27.651
"1747",40.247
"1748",45
"1749",710.351
"1750",NA
"1751",92.46
"1752",26
"1753",49.03
"1754",26
"1755",40
"1756",38.761
"1757",271.475
"1758",41
"1759",177.114
"1760",764.836
"1761",24.586
"1762",34
"1763",139.212
"1764",57.538
"1765",135.803
"1766",132.41
"1767",219.741
"1768",45
"1769",365.371
"1770",121.976
"1771",112.764
"1772",63.029
"1773",24.498
"1774",24.498
"1775",11
"1776",262.359
"1777",47
"1778",132.41
"1779",74.962
"1780",222.716
"1781",27.651
"1782",14
"1783",57.538
"1784",113.209
"1785",24.586
"1786",53.998
"1787",92.46
"1788",179.031
"1789",28
"1790",35
"1791",129.753
"1792",83.407
"1793",40.852
"1794",177.114
"1795",NA
"1796",44
"1797",20
"1798",12.79
"1799",11
"1800",45
"1801",9
"1802",17
"1803",92.46
"1804",86.984
"1805",178.081
"1806",18.325
"1807",42
"1808",18
"1809",222.386
"1810",365.371
"1811",32
"1812",17
"1813",24.334
"1814",83.407
"1815",924.53
"1816",270.526
"1817",63.029
"1818",103.922
"1819",25
"1820",45
"1821",51.808
"1822",69.76
"1823",51.165
"1824",2
"1825",46
"1826",1
"1827",18.325
"1828",51.165
"1829",36.16
"1830",121.042
"1831",38.048
"1832",1
"1833",53.998
"1834",103.922
"1835",178.081
"1836",NA
"1837",45
"1838",37
"1839",NA
"1840",73.186
"1841",112.764
"1842",5
"1843",299.851
"1844",NA
"1845",27.651
"1846",51.165
"1847",36.16
"1848",299.851
"1849",26
"1850",2
"1851",32
"1852",113.209
"1853",455.996
"1854",39
"1855",12
"1856",3.199
"1857",44
"1858",35.654
"1859",46.138
"1860",129.753
"1861",29
"1862",315.135
"1863",53.998
"1864",25
"1865",710.351
"1866",73.381
"1867",179.031
"1868",25.682
"1869",53.998
"1870",132.41
"1871",24.586
"1872",113.209
"1873",65.606
"1874",133.681
"1875",73.381
"1876",11
"1877",49.03
"1878",NA
"1879",32
"1880",57.538
"1881",269.694
"1882",178.081
"1883",139.212
"1884",129.753
"1885",267.709
"1886",489.974
"1887",135.803
"1888",27
"1889",16
"1890",270.526
"1891",262.359
"1892",5
"1893",12.79
"1894",333.261
"1895",192.167
"1896",162.685
"1897",211.802
"1898",47
"1899",32
"1900",47
"1901",178.081
"1902",177.114
"1903",43
"1904",343.971
"1905",74.962
"1906",764.836
"1907",365.371
"1908",51.808
"1909",6
"1910",40.852
"1911",384.494
"1912",69.76
"1913",417.953
"1914",118.714
"1915",19
"1916",51.165
"1917",35.401
"1918",192.167
"1919",83.407
"1920",39
"1921",35.654
"1922",39
"1923",35.654
"1924",133.313
"1925",3
"1926",18
"1927",49.03
"1928",151.849
"1929",25.682
"1930",299.851
"1931",710.351
"1932",25
"1933",365.371
"1934",93.569
"1935",18
"1936",63.896
"1937",37
"1938",133.313
"1939",139.212
"1940",61.04
"1941",24.334
"1942",1
"1943",12
"1944",24.586
"1945",51.752
"1946",271.475
"1947",133.313
"1948",32
"1949",1
"1950",103.922
"1951",NA
"1952",16
"1953",315.135
"1954",12
"1955",35
"1956",133.313
"1957",150.689
"1958",49.03
"1959",17
"1960",NA
"1961",51.752
"1962",299.851
"1963",2
"1964",36
"1965",150.689
"1966",103.922
"1967",34
"1968",44
"1969",44
"1970",35
"1971",150.689
"1972",151.849
"1973",1776.186
"1974",15
"1975",7
"1976",299.851
"1977",315.135
"1978",19
"1979",1
"1980",26
"1981",118.714
"1982",93.569
"1983",29
"1984",46
"1985",25
"1986",NA
"1987",417.953
"1988",35
"1989",30
"1990",57.538
"1991",262.359
"1992",299.851
"1993",83.493
"1994",21
"1995",53.998
"1996",333.261
"1997",135.803
"1998",8
"1999",49.03
"2000",330.653
"2001",1776.186
"2002",32
"2003",22
"2004",32
"2005",21
"2006",40
"2007",66.555
"2008",73.381
"2009",151.849
"2010",41
"2011",150.689
"2012",73.381
"2013",12
"2014",30
"2015",417.953
"2016",83.407
"2017",222.716
"2018",83.407
"2019",151.849
"2020",25.682
"2021",13
"2022",93.569
"2023",35.654
"2024",17
"2025",92.46
"2026",46.138
"2027",22
"2028",121.042
"2029",34
"2030",107.113
"2031",634.009
"2032",35.654
"2033",83.407
"2034",27
"2035",1328.634
"2036",113.209
"2037",19
"2038",73.381
"2039",133.313
"2040",29
"2041",406.955
"2042",121.042
"2043",30.795
"2044",103.922
"2045",19
"2046",40.247
"2047",66.555
"2048",122.469
