"","x"
"459",133.697
"460",48.8
"461",187.864
"462",132.046
"463",NA
"464",171.977
"465",52.302
"466",133.118
"467",9.727
"468",59.801
"469",18.901
"470",71.005
"471",201.173
"472",1495.514
"473",148.601
"474",124.951
"475",53.575
"476",34.172
"477",17.542
"478",16.958
"479",139.64
"480",135.408
"481",88.771
"482",128.181
"483",NA
"484",171.303
"485",26.347
"486",644.945
"487",16.958
"488",71.013
"489",48.8
"490",142.778
"491",80.799
"492",NA
"493",29.503
"494",770.961
"495",176.895
"496",98.835
"497",105.834
"498",160.583
"499",187.864
"500",135.408
"501",51.14
"502",204.015
"503",52.116
"504",119.062
"505",116.698
"506",132.046
"507",47.944
"508",54.224
"509",51.14
"510",32.928
"511",171.977
"512",41.816
"513",135.971
"514",60.194
"515",102.231
"516",1290.838
"517",80.799
"518",39.896
"519",201.173
"520",98.835
"521",141.716
"522",11.793
"523",166.114
"524",185.769
"525",83.761
"526",135.971
"527",59.093
"528",91.535
"529",98.835
"530",6.533
"531",100.146
"532",52.302
"533",105.863
"534",51.14
"535",48.392
"536",94.557
"537",80.848
"538",80.799
"539",93.007
"540",80.848
"541",442.728
"542",100.146
"543",40.831
"544",176.895
"545",103.606
"546",291.439
"547",469.702
"548",161.693
"549",42.631
"550",204.043
"551",26.347
"552",NA
"553",263.998
"554",121.702
"555",98.835
"556",60.194
"557",171.303
"558",156.381
"559",161.693
"560",67.29
"561",171.303
"562",64.814
"563",204.043
"564",98.835
"565",64.814
"566",163.69
"567",83.761
"568",17.542
"569",161.693
"570",18.752
"571",NA
"572",131.034
"573",44.744
"574",35.514
"575",529.837
"576",35.42
"577",201.173
"578",67.291
"579",176.895
"580",163.69
"581",128.181
"582",41.816
"583",57.141
"584",26.347
"585",30.47
"586",75.501
"587",37.926
"588",30.47
"589",141.716
"590",102.231
"591",644.945
"592",128.181
"593",NA
"594",67.29
"595",48.392
"596",133.697
"597",47.772
"598",32.928
"599",1495.514
"600",204.015
"601",75.501
"602",105.863
"603",80.848
"604",94.557
"605",64.814
"606",52.302
"607",6.533
"608",34.172
"609",141.716
"610",135.408
"611",57.141
"612",8.217
"613",117.976
"614",1495.514
"615",35.42
"616",50.32
"617",83.761
"618",75.501
"619",193.116
"620",32.398
"621",231.646
"622",142.92
"623",116.698
"624",105.863
"625",160.43
"626",59.801
"627",18.901
"628",40.831
"629",18.752
"630",11.793
"631",26.347
"632",50.32
"633",176.895
"634",91.535
"635",40.831
"636",35.514
"637",17.542
"638",50.32
"639",16.958
"640",23.841
"641",18.901
"642",83.73
"643",103.606
"644",291.439
"645",160.583
"646",529.837
"647",53.04
"648",457.012
"649",44.744
"650",1290.838
"651",469.702
"652",10.714
"653",53.575
"654",201.173
"655",34.172
"656",145.655
"657",529.837
"658",135.408
"659",77.297
"660",91.535
"661",9.727
"662",161.693
"663",94.227
"664",104.306
"665",156.381
"666",54.224
"667",201.173
"668",52.116
"669",185.769
"670",37.926
"671",176.895
"672",32.398
"673",92.315
"674",40.831
"675",119.062
"676",94.227
"677",48.392
"678",204.015
"679",105.834
"680",206.497
"681",52.116
"682",24.914
"683",92.315
"684",142.92
"685",128.742
"686",NA
"687",67.291
"688",9.727
"689",457.012
"690",100.146
"691",92.315
"692",47.944
"693",135.971
"694",24.914
"695",NA
"696",148.601
"697",1290.838
"698",37.926
"699",10.714
"700",80.799
"701",93.007
"702",53.04
"703",83.73
"704",48.8
"705",100.146
"706",54.224
"707",171.303
"708",187.864
"709",193.116
"710",47.944
"711",39.896
"712",71.013
"713",106.196
"714",67.29
"715",50.32
"716",529.837
"717",NA
"718",67.29
"719",91.535
"720",160.583
"721",NA
"722",204.043
"723",54.224
"724",138.471
"725",1495.514
"726",176.895
"727",171.303
"728",263.998
"729",149.731
"730",47.772
"731",1290.838
"732",124.951
"733",161.693
"734",44.744
"735",94.557
"736",145.655
"737",93.007
"738",93.007
"739",204.015
"740",NA
"741",161.098
"742",71.013
"743",124.951
"744",240.603
"745",231.646
"746",206.709
"747",160.43
"748",37.007
"749",206.709
"750",160.583
"751",133.118
"752",204.015
"753",117.982
"754",40.831
"755",83.73
"756",80.848
"757",160.583
"758",48.392
"759",163.69
"760",119.062
"761",NA
"762",26.347
"763",NA
"764",9.727
"765",104.306
"766",40.831
"767",148.22
"768",18.901
"769",67.29
"770",86.482
"771",205.032
"772",34.172
"773",29.503
"774",44.744
"775",139.64
"776",85.448
"777",145.655
"778",58.567
"779",121.702
"780",52.116
"781",58.567
"782",34.172
"783",127.381
"784",37.926
"785",47.698
"786",644.945
"787",141.716
"788",103.606
"789",133.118
"790",132.046
"791",78.898
"792",205.032
"793",121.702
"794",34.172
"795",161.098
"796",80.848
"797",206.497
"798",92.315
"799",85.448
"800",53.04
"801",42.631
"802",254.86
"803",204.043
"804",139.64
"805",98.835
"806",85.448
"807",11.793
"808",442.728
"809",117.982
"810",39.896
"811",116.698
"812",71.005
"813",94.227
"814",139.64
"815",9.727
"816",1276.674
"817",30.47
"818",9.727
"819",61.304
"820",770.961
"821",67.29
"822",117.976
"823",457.012
"824",39.896
"825",40.831
"826",35.42
"827",64.814
"828",124.951
"829",131.034
"830",529.837
"831",117.976
"832",141.716
"833",37.007
"834",67.29
"835",176.895
"836",53.04
"837",231.646
"838",17.542
"839",206.709
"840",86.482
"841",135.971
"842",231.646
"843",24.914
"844",171.977
"845",133.697
"846",48.392
"847",100.146
"848",NA
"849",60.91
"850",23.841
"851",NA
"852",142.778
"853",160.583
"854",78.898
"855",106.196
"856",135.408
"857",457.012
"858",185.769
"859",160.583
"860",37.926
"861",254.86
"862",319.785
"863",163.69
"864",1276.674
"865",40.831
"866",240.603
"867",98.835
"868",NA
"869",8.217
"870",141.716
"871",54.224
"872",94.227
"873",138.471
"874",37.926
"875",37.7
"876",103.606
"877",171.977
"878",161.098
"879",231.646
"880",128.742
"881",35.514
"882",6.533
"883",37.926
"884",222.017
"885",160.583
"886",11.793
"887",138.471
"888",16.958
"889",135.971
"890",131.034
"891",201.173
"892",40.831
"893",149.731
"894",NA
"895",61.874
"896",128.742
"897",187.864
"898",103.606
"899",254.86
"900",100.146
"901",148.22
"902",75.501
"903",10.714
"904",644.945
"905",NA
"906",137.262
"907",1276.674
"908",117.982
"909",6.533
"910",263.998
"911",127.381
"912",148.22
"913",67.291
"914",137.262
"915",138.471
"916",142.778
"917",128.181
"918",263.998
"919",105.863
"920",206.497
"921",133.697
"922",138.471
"923",1276.674
"924",457.012
"925",142.92
"926",80.799
"927",149.731
"928",80.845
"929",85.448
"930",34.172
"931",148.601
"932",86.482
"933",NA
"934",37.7
"935",220.125
"936",231.646
"937",32.398
"938",187.864
"939",37.7
"940",38.023
"941",61.874
"942",319.785
"943",137.262
"944",53.04
"945",30.47
"946",80.848
"947",222.017
"948",44.744
"949",160.43
"950",39.896
"951",529.837
"952",291.439
"953",71.013
"954",47.772
"955",8.217
"956",644.945
"957",193.116
"958",86.482
"959",32.398
"960",156.381
"961",131.034
"962",220.125
"963",47.944
"964",124.951
"965",139.64
"966",52.223
"967",18.901
"968",457.012
"969",59.093
"970",60.91
"971",163.69
"972",23.841
"973",148.601
"974",85.448
"975",148.601
"976",64.814
"977",817.67
"978",192.65
"979",149.731
"980",NA
"981",145.655
"982",92.315
"983",133.118
"984",11.793
"985",141.716
"986",138.471
"987",119.062
"988",156.381
"989",32.928
"990",138.471
"991",48.392
"992",24.914
"993",254.86
"994",NA
"995",469.702
"996",32.398
"997",141.716
"998",644.945
"999",NA
"1000",171.977
"1001",205.032
"1002",34.172
"1003",128.181
"1004",291.439
"1005",116.698
"1006",35.42
"1007",254.86
"1008",817.67
"1009",98.835
"1010",35.514
"1011",1495.514
"1012",42.631
"1013",60.194
"1014",53.575
"1015",148.601
"1016",165.29
"1017",75.501
"1018",59.801
"1019",35.42
"1020",NA
"1021",117.982
"1022",18.752
"1023",1276.674
"1024",1290.838
"1025",171.303
"1026",17.542
"1027",121.702
"1028",176.895
"1029",163.69
"1030",NA
"1031",201.173
"1032",18.752
"1033",53.575
"1034",54.224
"1035",18.901
"1036",54.224
"1037",52.223
"1038",59.801
"1039",83.73
"1040",145.655
"1041",80.845
"1042",149.731
"1043",132.046
"1044",205.032
"1045",104.306
"1046",128.181
"1047",192.65
"1048",263.998
"1049",29.503
"1050",37.926
"1051",529.837
"1052",42.672
"1053",16.958
"1054",42.992
"1055",1276.674
"1056",NA
"1057",39.896
"1058",105.863
"1059",149.731
"1060",1276.674
"1061",42.631
"1062",103.606
"1063",59.093
"1064",93.007
"1065",644.945
"1066",149.731
"1067",52.116
"1068",51.14
"1069",291.439
"1070",119.062
"1071",8.217
"1072",51.14
"1073",94.557
"1074",86.482
"1075",18.752
"1076",137.262
"1077",319.785
"1078",142.778
"1079",18.752
"1080",138.471
"1081",171.977
"1082",121.702
"1083",457.012
"1084",18.901
"1085",148.601
"1086",149.731
"1087",98.835
"1088",222.017
"1089",133.118
"1090",1290.838
"1091",149.731
"1092",40.831
"1093",75.501
"1094",204.043
"1095",48.392
"1096",39.896
"1097",119.062
"1098",161.693
"1099",30.47
"1100",817.67
"1101",139.64
"1102",106.196
"1103",NA
"1104",59.093
"1105",51.14
"1106",161.693
"1107",817.67
"1108",57.141
"1109",117.976
"1110",52.116
"1111",139.64
"1112",121.702
"1113",161.098
"1114",11.793
